strike,moneyness,T,type,market_price,market_iv,computed_iv,bs_price_market,bs_price_computed
680.0,0.9841323852539062,0.2082191780821917,call,14.07,0.1532830033874512,0.1350861024888524,16.279020968026316,14.070000131242864
682.0,0.9812463665288216,0.0356164383561643,call,1.23,0.0993742407226562,0.1004244565463432,1.1953173490078086,1.2300000015235213
640.0,1.0456406593322751,0.0356164383561643,put,1.2,0.1776815631103515,0.1943911107041907,0.8522750951397029,1.200000001026055
646.0,1.0359288265830593,0.4,call,40.91,0.2136156520080566,0.1206350054281086,54.37112592449421,40.91000000000031
655.0,1.0216946900345898,0.010958904109589,call,15.76,0.1302577209472656,0.2124742772219482,14.703851257993279,15.760000749756387
681.0,0.9826872569348843,0.0164383561643835,call,0.23,0.08008732421875,0.0881332028977645,0.1475948255542221,0.23000000283169442
706.0,0.9478895495363404,0.2410958904109589,call,5.26,0.1290828059387206,0.1192609831033756,6.275076154074696,5.260000000004595
630.0,1.0622381301153274,0.284931506849315,put,9.7,0.1764150962829589,0.1943966466208624,7.80278743253848,9.70000015318277
610.0,1.0970656097912397,0.073972602739726,call,65.48,0.2836375347900389,0.3366233579551084,63.557224834396266,65.48000001100019
680.0,0.9841323852539062,0.0136986301369863,call,0.13,0.0705659350585937,0.0799507723561246,0.0664888618988222,0.13000018257189794
671.0,0.9973323725374906,0.0082191780821917,call,1.23,0.064889722290039,0.0789508565414706,0.9107511989438137,1.2300000001659157
620.0,1.0793710031817036,0.736986301369863,put,19.63,0.1790395817565918,0.2098183508677228,14.183326839565353,19.630000007158657
647.0,1.0343277001122972,0.0164383561643835,put,0.58,0.1627280993652343,0.1906793748167517,0.2837313407551463,0.5800000169165784
632.0,1.058876617045342,0.0164383561643835,put,0.27,0.2126543579101562,0.2463067906298807,0.10775571724909838,0.2700000006079257
635.0,1.05387405035064,0.284931506849315,call,51.6,0.2212754875183105,0.186803973107443,55.59610584951821,51.60000009120017
675.0,0.9914222547743056,0.1315068493150684,call,11.94,0.1485528260803222,0.1344085861718412,13.308299393896107,11.940000000266537
675.0,0.9914222547743056,0.2410958904109589,put,18.9,0.1216976258850097,0.1468942995142118,15.60088804846123,18.89999998553833
660.0,1.0139545787464488,0.0054794520547945,put,0.28,0.0990080334472656,0.1404385907637324,0.050996873856462344,0.2800003577041892
630.0,1.0622381301153274,0.4575342465753425,call,64.63,0.2374496421813964,0.192345857056303,71.36598724505944,64.63000003465618
612.0,1.0934804280598958,0.736986301369863,put,18.29,0.1850972604370117,0.21536961281156,13.166885693235827,18.290000015428717
666.0,1.0048198528117962,0.0356164383561643,put,4.69,0.1147244290161133,0.1306172786797516,3.9203165231768935,4.690000000001874
634.0,1.05553631225971,0.0136986301369863,put,0.17,0.2080157324218749,0.2377025769569118,0.06859817793618284,0.17000001797823217
707.0,0.9465488288156384,0.073972602739726,call,0.31,0.1088956298828125,0.1079406945850765,0.32505340671490757,0.31000059308053807
664.0,1.0078464186335183,0.3232876712328767,call,31.67,0.1836248020172119,0.1610086597982074,34.98802595331665,31.67000000000013
605.0,1.106132267723399,1.2054794520547945,put,25.13,0.1835332501983642,0.2227790216363338,16.658361373513998,25.130000003864353
657.0,1.018584508329766,0.010958904109589,call,13.36,0.1231777136230468,0.1690635220648994,12.770995202173935,13.3600000001627
650.0,1.029553879957933,0.0931506849315068,call,27.61,0.1888814022827148,0.1779613906627515,28.346455954037253,27.610000045334175
655.0,1.0216946900345898,2.2986301369863016,put,50.77,0.1476373078918457,0.2143917827411737,27.617146658840227,50.77000000000021
633.0,1.0572038261811316,0.0356164383561643,put,0.91,0.1940998559570312,0.212520576943589,0.6116135207070457,0.9100000017426382
666.0,1.0048198528117962,0.0931506849315068,call,14.7,0.1556480920410156,0.1434255865931526,15.674213100172096,14.699999999999989
655.0,1.0216946900345898,0.0136986301369863,call,16.01,0.1374597973632813,0.1998390003469896,14.987540306608594,16.010000000000105
635.0,1.05387405035064,0.0547945205479452,put,1.64,0.1813436358642577,0.1937968331730365,1.2913612144100242,1.6400000004919093
616.0,1.0863799057997667,0.0547945205479452,put,0.77,0.2194902270507812,0.2257273806257845,0.6714109827774983,0.7700000044289723
680.0,0.9841323852539062,0.284931506849315,call,18.23,0.1597221479797363,0.1381856315832738,21.298618454161215,18.230000029969062
669.0,1.0003139341893217,0.0547945205479452,call,8.66,0.1317225500488281,0.1248763079585491,9.085782365781824,8.660000019736401
666.0,1.0048198528117962,0.010958904109589,put,1.81,0.0925383715820312,0.1171905606815161,1.1978977440561778,1.8100000024175529
644.0,1.0391459968519507,0.073972602739726,call,31.38,0.2004779660034179,0.1938219317430086,31.73145742500816,31.38000044342533
650.0,1.029553879957933,0.0356164383561643,call,21.85,0.176766044921875,0.1631104109581028,22.28018909747118,21.850000000084947
648.0,1.0327315153899017,0.0356164383561643,put,1.73,0.1583336120605468,0.1743807045784385,1.282499739224491,1.7300000000574727
666.0,1.0048198528117962,0.0164383561643835,put,2.68,0.1044401080322265,0.1247247198675535,2.034219538055936,2.680000000108322
612.0,1.0934804280598958,0.0164383561643835,put,0.11,0.2753978710937499,0.3126847082170389,0.03878233854510116,0.11000000706953905
600.0,1.1153500366210938,0.1506849315068493,put,2.68,0.2188798815917968,0.2314072096362413,2.166481687565941,2.68000000000864
665.0,1.0063308601092575,2.202739726027397,call,98.03,0.2474593077087402,0.1680355284566802,126.28251627805957,98.03000000002652
710.0,0.942549326722051,0.2410958904109589,put,47.14,0.1017851052856445,0.1994637548650024,36.8814516543556,47.14000000157495
648.0,1.0327315153899017,0.0356164383561643,call,25.21,0.1829305340576171,0.2158054889522216,24.120025519389515,25.21000011395023
698.0,0.9587536131413412,0.1506849315068493,call,4.56,0.1254512504577636,0.1272106840319799,4.418437007016081,4.560000000001082
689.0,0.9712772452433328,0.0356164383561643,call,0.34,0.0937590625,0.0962274970733783,0.30184169903581903,0.340000005792632
652.0,1.0263957392218654,0.1315068493150684,call,28.32,0.1882710568237304,0.1670884519781838,30.112447165467415,28.32000001175942
647.0,1.0343277001122972,0.2410958904109589,put,10.53,0.1564110238647461,0.1704843991137876,8.971892304137526,10.530000012934352
599.0,1.11721205671562,0.0356164383561643,put,0.34,0.2793040820312499,0.3031825873123155,0.1985768191249413,0.34000019527558223
688.0,0.9726889854253724,0.0547945205479452,call,1.17,0.1030363134765624,0.1016470024942046,1.2199027500017081,1.170000063603041
712.0,0.9399017162537306,0.1506849315068493,call,1.71,0.1182949499511718,0.1183644450632749,1.706474703872388,1.7100007543744624
687.0,0.9741048354769378,0.0356164383561643,call,0.5,0.0944914770507812,0.0969316997930491,0.45154347037284026,0.5000000000472227
650.0,1.029553879957933,2.202739726027397,call,107.0,0.2547910825347901,0.1694991508317662,136.28342924612093,107.00000000166489
662.0,1.0108912718620184,0.0164383561643835,call,9.36,0.1274501318359375,0.1337589610106528,9.190351450041703,9.360000579363032
641.0,1.04400939465313,0.0164383561643835,call,32.14,0.2125322888183593,0.3928214239780718,29.041452311754256,32.139999999999986
681.0,0.9826872569348843,0.0547945205479452,call,3.24,0.1109402871704101,0.1152318835246753,3.0112117144084323,3.2400002304636644
595.0,1.1247227260044643,2.2986301369863016,call,137.5,0.2826991286468505,0.1406065646212551,177.87147439696543,137.5000000016497
690.0,0.9698695970618206,0.7041095890410959,put,38.71,0.1209957286071777,0.1690734269717685,27.948731160677482,38.709999541589866
677.0,0.9884933854839828,0.0136986301369863,call,0.45,0.0747162841796875,0.0848866548143034,0.2910364377431591,0.45000015908985347
755.0,0.8863708900300082,0.284931506849315,call,0.72,0.1253139227294922,0.1171328225368562,1.0160942603373826,0.7200003513532707
750.0,0.892280029296875,1.2054794520547945,call,22.17,0.171082202835083,0.1353055414678498,32.16454672956783,22.170000006498867
630.0,1.0622381301153274,0.0547945205479452,put,1.38,0.1912922668457031,0.204028418694963,1.071036774965492,1.3800000010038644
660.0,1.0139545787464488,2.202739726027397,put,51.6,0.1458291594696044,0.2129342668816463,28.38791712415346,51.60000000000005
695.0,0.962892117946268,0.0356164383561643,call,0.11,0.094735615234375,0.0970797594890282,0.09405891784772358,0.11000000136155741
621.0,1.0776328856242452,0.0164383561643835,put,0.18,0.2475661181640625,0.2879812452616925,0.059755963719497096,0.18000000106343705
660.0,1.0139545787464488,0.0164383561643835,put,1.53,0.1224452990722656,0.1447777423710948,1.001035614706197,1.5300000000005696
622.0,1.0759003568692225,0.0164383561643835,put,0.15,0.245124736328125,0.2750785926219282,0.06427989187200911,0.150000325734025
615.0,1.088146377191311,2.2986301369863016,put,40.06,0.1664245040512085,0.2253590082150414,22.01987968692191,40.06000000017383
715.0,0.9359580726890298,0.284931506849315,call,4.65,0.132271860961914,0.1185425074306999,6.086652153356539,4.650000000244745
617.0,1.0846191604094917,0.010958904109589,put,0.13,0.274421318359375,0.3600455359210499,0.012155489269620734,0.1300000001430739
672.0,0.9958482469831196,0.0547945205479452,call,6.87,0.1257411645507812,0.1200715110147286,7.223804127682229,6.870000003394068
652.0,1.0263957392218654,0.0547945205479452,put,3.22,0.1474084283447265,0.1600434450617595,2.6481958481295464,3.2200000000000557
658.0,1.0170365075572283,0.0164383561643835,put,1.31,0.1286708227539062,0.1525757926209243,0.8061731040332774,1.3100000000112004
604.0,1.1079636125375103,0.073972602739726,put,1.09,0.2370681762695312,0.2483563571442086,0.8732317315456939,1.0900000000158627
631.0,1.060554709940818,0.0931506849315068,put,3.13,0.1859517440795898,0.1996035322172892,2.5174663916055096,3.1300000000045713
676.0,0.9899556538057044,0.0082191780821917,call,0.14,0.0590914404296875,0.0732636973598805,0.048522912510087224,0.14000000383445865
620.0,1.0793710031817036,0.073972602739726,put,1.75,0.2093584924316406,0.2231632862368708,1.3623985167068184,1.7500000000512728
635.0,1.05387405035064,0.0931506849315068,put,3.37,0.179421047668457,0.1907671033620015,2.8223583130668572,3.3700000000028894
595.0,1.1247227260044643,0.073972602739726,put,0.9,0.2539747454833985,0.2656593379700366,0.713449996394047,0.900000829657273
745.0,0.8982684858693373,0.2410958904109589,call,0.65,0.1217739190673828,0.1141690861206709,0.9027208431691705,0.6500003780803638
621.0,1.0776328856242452,0.736986301369863,put,20.36,0.1782766499328613,0.2121500604971644,14.316115496296163,20.360000004078103
675.0,0.9914222547743056,0.073972602739726,call,7.44,0.1337672073364257,0.1265371229287289,7.959713259540649,7.440000000000055
661.0,1.0124206081280729,0.073972602739726,put,6.57,0.1356287609863281,0.1513645326785826,5.520434505672171,6.570000000224383
647.0,1.0343277001122972,0.1506849315068493,call,33.85,0.1978992564392089,0.1756953346811303,35.788447251402715,33.8500000393841
760.0,0.8805395025956003,0.4575342465753425,call,2.59,0.1327601373291015,0.1225837361063254,3.4646740730986068,2.590000000002263
640.0,1.0456406593322751,0.284931506849315,put,11.42,0.165047412109375,0.1850147633862578,9.112130813743192,11.420000020100076
620.0,1.0793710031817036,0.3232876712328767,put,9.12,0.1858601922607421,0.2014281843058648,7.496725892620461,9.120000466473243
636.0,1.052217015680277,0.073972602739726,put,2.79,0.1815877740478515,0.194908558461,2.2489654015935514,2.7900000000059606
700.0,0.9560143171037948,0.7041095890410959,call,27.49,0.1782766499328613,0.1455126726203663,34.817798745858795,27.490000285854933
675.0,0.9914222547743056,0.2082191780821917,call,17.06,0.1595695616149902,0.1408263696660783,19.342334989660003,17.05999998844129
654.0,1.0232569143312786,0.0054794520547945,put,0.15,0.12696185546875,0.1810581886787999,0.013683751905831265,0.15000000000843627
670.0,0.9988209283173974,0.0931506849315068,call,12.02,0.1482629119873047,0.1370037507228375,12.934474632638342,12.020000000001005
669.0,1.0003139341893217,0.0082191780821917,call,2.21,0.0698945550537109,0.0821469250589665,1.9148353965562137,2.2100000244713556
651.0,1.027972383982575,0.0547945205479452,put,3.12,0.1495446374511718,0.1628011777411618,2.5346282992955196,3.120000000000175
745.0,0.8982684858693373,0.4575342465753425,call,4.01,0.1365747964477539,0.1208322624768906,5.768905678098363,4.010000081156008
594.0,1.1266161986071654,0.1506849315068493,put,2.35,0.2268143725585937,0.2381457273422279,1.9294611206575283,2.3500000000081442
686.0,0.975524813371219,0.073972602739726,call,3.02,0.1189968472290038,0.1147339338424687,3.267188154575905,3.0200000000006355
661.0,1.0124206081280729,0.0356164383561643,call,13.22,0.1436853210449218,0.1560031024812725,12.672682069788664,13.220000002971233
780.0,0.8579615666316106,0.2082191780821917,call,0.11,0.1359949682617187,0.1311514399248928,0.14765520791754128,0.11000083449580877
651.0,1.027972383982575,0.0356164383561643,put,2.03,0.1511925701904297,0.1676120175369115,1.518363548038323,2.030000000006879
661.0,1.0124206081280729,0.0931506849315068,call,18.84,0.1655662057495117,0.1584309755728016,19.38689117646544,18.840000000037094
640.0,1.0456406593322751,0.2410958904109589,put,9.78,0.1649558602905273,0.1827961567941611,7.922903617810533,9.780000050918943
770.0,0.8691039246398133,1.282191780821918,call,17.43,0.1636588761901856,0.1308126099851822,26.386784508759376,17.43000078476578
645.0,1.037534917787064,0.2410958904109589,put,10.7,0.1587913711547852,0.1775947769058964,8.647288471033733,10.700000012738371
684.0,0.9783772251062226,0.1315068493150684,call,7.71,0.1367273828125,0.1282758431984764,8.486999267323284,7.71000000041434
655.0,1.0216946900345898,0.0547945205479452,call,19.68,0.1659934475708008,0.1613579554914438,19.916557047299534,19.680000134466866
663.0,1.0093665489783654,0.0547945205479452,call,13.56,0.1457910128784179,0.1485135240230516,13.40005218282738,13.560000000045818
668.0,1.001811410138707,0.0931506849315068,call,13.59,0.1518944674682617,0.1433790167299327,14.276563638537027,13.590000253700737
660.0,1.0139545787464488,0.4876712328767123,put,22.64,0.1447000203704833,0.177052872523966,16.975344880067524,22.64000000000064
656.0,1.020137228616854,0.0547945205479452,call,21.1,0.1634910311889648,0.2010943388127138,19.07141239032643,21.10000000026662
635.0,1.05387405035064,0.2082191780821917,put,8.03,0.1731955239868164,0.1901115142936331,6.504509989580754,8.030000212336603
661.0,1.0124206081280729,0.010958904109589,call,8.98,0.108407353515625,0.1076491222722732,8.991116131325612,8.98000007537928
650.0,1.029553879957933,0.3232876712328767,put,14.5,0.1532524861145019,0.1749035448397977,11.597117088402058,14.500000000655973
665.0,1.0063308601092575,0.3232876712328767,call,29.99,0.182350705871582,0.1533850954157721,34.25171564879906,29.990000000000123
645.0,1.037534917787064,0.2082191780821917,put,9.47,0.1603630107116699,0.1765778671222349,7.8468082861654125,9.470000025216194
685.0,0.9769489371863594,0.073972602739726,call,3.33,0.1201259863281249,0.1158462991599247,3.58664360109492,3.3300000000000693
706.0,0.9478895495363404,0.1506849315068493,call,2.71,0.1206142626953125,0.1223243921891028,2.6007424092305342,2.7100000057145905
670.0,0.9988209283173974,0.4876712328767123,put,25.4,0.1350794500732422,0.1684374873486688,19.338612674669832,25.4000001693841
607.0,1.1024876803503398,0.0356164383561643,put,0.39,0.258796474609375,0.2789736035375367,0.24564221493590033,0.390000050057445
623.0,1.0741733900042636,0.0164383561643835,put,0.19,0.2404861108398437,0.2798204109666886,0.06440017842347778,0.19000004815370097
685.0,0.9769489371863594,0.2082191780821917,call,11.6,0.1476525665283203,0.1316249381923484,13.512391292159975,11.60000000000224
685.0,0.9769489371863594,0.3808219178082191,call,21.16,0.1662375857543945,0.1437923772720226,24.855347780436944,21.160000057830985
585.0,1.143948755508814,0.0356164383561643,put,0.24,0.3142158422851562,0.3386449114920409,0.13895533204047972,0.2400000061420542
655.0,1.0216946900345898,0.0136986301369863,put,0.69,0.1344080700683594,0.1573066897849488,0.3824938024977129,0.6900000092884113
670.0,0.9988209283173974,0.1315068493150684,call,14.95,0.1561668856811523,0.1401931490588726,16.488347471428767,14.950000001198305
670.0,0.9988209283173974,0.0136986301369863,call,2.86,0.0886321606445312,0.0981171225294636,2.5640286266623775,2.8600000012369833
612.0,1.0934804280598958,0.2410958904109589,put,5.83,0.1976551182556152,0.2091846011908611,4.9512785589929535,5.830000000000254
710.0,0.942549326722051,0.284931506849315,call,5.9,0.1347132427978515,0.1209117629915429,7.4746041755338695,5.900000000003047
663.0,1.0093665489783654,0.0054794520547945,put,0.42,0.0837493969726562,0.1193569767374612,0.11059583865433353,0.42000000862682896
688.0,0.9726889854253724,0.0931506849315068,call,3.91,0.1232997827148437,0.1212589937776281,4.046913929267731,3.9100000000000534
750.0,0.892280029296875,1.282191780821918,call,24.12,0.1723715576171875,0.135678782007159,34.799278308533275,24.120000001526762
710.0,0.942549326722051,1.282191780821918,call,42.75,0.1941990370941162,0.1495936988630939,56.21221965668127,42.749999999999886
670.0,0.9988209283173974,0.010958904109589,call,2.33,0.0795990478515625,0.0919412719058353,1.986111370260403,2.330000012328412
675.0,0.9914222547743056,2.2986301369863016,call,94.8,0.2416495818710327,0.1666523707167264,122.50867471124525,94.8000000000003
664.0,1.0078464186335183,0.0356164383561643,put,4.09,0.1195156408691406,0.1340784522112394,3.412321227666496,4.090000000268134
660.0,1.0139545787464488,0.0547945205479452,put,4.7,0.1308375491333007,0.1459346708513084,3.8725515216149518,4.700000006094115
630.0,1.0622381301153274,0.3808219178082191,call,60.25,0.2342605871582031,0.1875668918875946,66.48248730196485,60.25000012529051
655.0,1.0216946900345898,0.0082191780821917,call,15.4,0.1213466772460937,0.2241527249146954,14.490411925109242,15.400000655454619
647.0,1.0343277001122972,0.0356164383561643,put,1.67,0.1608360284423828,0.1776214974546765,1.2173870715405428,1.670000000080151
663.0,1.0093665489783654,0.0136986301369863,call,8.53,0.1096890789794921,0.144735561723953,7.6584476351029025,8.530000057125505
705.0,0.9492340737200798,0.1315068493150684,call,1.84,0.1196377099609374,0.1143899250866483,2.122707164437216,1.840000160995487
651.0,1.027972383982575,0.0136986301369863,put,0.52,0.1482018774414062,0.174583137897014,0.2524683411936266,0.5200000511872176
585.0,1.143948755508814,0.1506849315068493,put,1.99,0.2388992126464843,0.2498802718678071,1.636243238360315,1.9900000000021123
600.0,1.1153500366210938,2.2986301369863016,put,37.03,0.1731650067138672,0.231198657619256,20.168172341252273,37.03000000051753
655.0,1.0216946900345898,0.0547945205479452,put,3.76,0.1411829046630859,0.1558836679764101,3.04011530517559,3.760000272321861
658.0,1.0170365075572283,0.1315068493150684,put,8.69,0.1396722996520996,0.1554904698676869,7.300593980060341,8.690000000495502
623.0,1.0741733900042636,0.1506849315068493,put,4.19,0.1879658840942382,0.200366057874576,3.462928020208153,4.190000000002414
730.0,0.9167260574967894,0.4876712328767123,call,7.68,0.1426782510375976,0.1254450165184893,10.238605335772604,7.680000000007652
610.0,1.0970656097912397,0.2410958904109589,put,5.91,0.1999896896362304,0.2147844490221034,4.79920414132404,5.91000000000021
750.0,0.892280029296875,0.3232876712328767,call,1.41,0.1267482345581054,0.1188773632697755,1.850711780692599,1.4100000008820643
627.0,1.0673206092067882,0.073972602739726,put,2.04,0.19727365234375,0.2081282355241425,1.685092723978613,2.040000000075281
700.0,0.9560143171037948,2.202739726027397,call,76.33,0.2291069826889038,0.1580951762903082,103.26551824277533,76.33000000000004
715.0,0.9359580726890298,0.3232876712328767,call,6.18,0.1363916928100585,0.1230132653510264,7.784950845264888,6.180000000005975
642.0,1.0423832117954148,0.0082191780821917,put,0.12,0.1850667431640624,0.2318563475933472,0.022474727268336103,0.12000005838917893
665.0,1.0063308601092575,0.0082191780821917,call,5.14,0.0830780169677734,0.0941465845001995,4.950436640875637,5.140000000012833
690.0,0.9698695970618206,0.2410958904109589,call,10.4,0.1407404042053223,0.1247752765720659,12.407015351062086,10.400000000292266
640.0,1.0456406593322751,0.0164383561643835,put,0.4,0.1860432958984375,0.2174364201773399,0.17312558286824498,0.4000000123163119
637.0,1.0505651836305436,0.0082191780821917,put,0.18,0.2065509033203124,0.2860362601390944,0.015156062186692854,0.18000000130133742
670.0,0.9988209283173974,2.2986301369863016,call,96.5,0.2438811574554443,0.1639418945259854,125.71127062291498,96.50000000001012
760.0,0.8805395025956003,0.4,call,1.46,0.1297999618530273,0.1158968125388256,2.3492492154981193,1.4600000024239606
675.0,0.9914222547743056,0.0082191780821917,call,0.24,0.0593355786132812,0.0744170932630725,0.09657259226169401,0.24000000000229704
655.0,1.0216946900345898,0.010958904109589,put,0.54,0.1316004809570312,0.1636142088830109,0.21712411128477527,0.5400000232525599
675.0,0.9914222547743056,0.0547945205479452,call,5.38,0.1201565036010742,0.1170019103519033,5.572534349438797,5.380000000001189
662.0,1.0108912718620184,0.0547945205479452,put,5.18,0.1265651309204101,0.1424370754744874,4.2757101638812856,5.180000000579042
700.0,0.9560143171037948,0.1315068493150684,call,2.59,0.1224147817993164,0.1149366569815317,3.0721068872543356,2.5900000026018404
638.0,1.0489185297377055,0.0164383561643835,put,0.37,0.192390888671875,0.2258330004411104,0.15103255881891542,0.37000000584245996
664.0,1.0078464186335183,0.0547945205479452,call,12.26,0.1432580792236328,0.1369655745298846,12.633427074867654,12.260000000033017
650.0,1.029553879957933,0.4575342465753425,put,18.84,0.1540459352111816,0.1814196777887445,14.425968289586763,18.84000000012699
622.0,1.0759003568692225,0.0356164383561643,put,0.55,0.2209550561523437,0.235287593346121,0.394894332863867,0.5500000015198054
670.0,0.9988209283173974,0.7041095890410959,call,45.21,0.2058413767242431,0.1611624460853462,54.903343422487296,45.20999999999998
681.0,0.9826872569348843,0.0164383561643835,put,11.8,0.088876298828125,0.1047833790659568,11.580909405352486,11.800000929836301
670.0,0.9988209283173974,0.1315068493150684,put,12.46,0.1216365913391113,0.1426354886119306,10.439087386795336,12.46000000085354
643.0,1.040762087049232,0.1315068493150684,put,5.98,0.1623466334533691,0.1773547402767465,4.895936276796306,5.980000388987889
659.0,1.0154932048143497,0.0547945205479452,put,4.35,0.1329127236938476,0.1453213164085532,3.6856557981216156,4.350000022125755
627.0,1.0673206092067882,0.0547945205479452,put,1.28,0.1970295141601562,0.211454114325551,0.9570195189575443,1.2800000008561199
591.0,1.132335062559486,0.1506849315068493,put,2.06,0.2307816180419922,0.2376094015388259,1.8229364595419355,2.0600000000265695
636.0,1.052217015680277,0.0136986301369863,put,0.25,0.2006915869140624,0.2414830570056597,0.07696589602259252,0.2500000015414372
640.0,1.0456406593322751,0.0082191780821917,put,0.13,0.1919026123046875,0.2495297678049082,0.017525211076857783,0.1300000011386242
675.0,0.9914222547743056,1.2054794520547945,put,43.46,0.1382227291870117,0.1934317972001079,28.040066799590193,43.46000001360176
