contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration,spot_price,expiration_date,days_to_expiration,T,moneyness,bid_ask_spread,spread_pct
SPY251017P00674000,2025-10-03 20:11:46+00:00,674.0,8.1,7.87,8.2,0.05000019,0.6211204,635.0,205,0.1008390698242187,True,REGULAR,USD,put,2025-10-17,669.2100219726562,2025-10-17,13,0.0356164383561643,0.992893207674564,0.3299999999999992,0.04074074074074064
SPY251017P00685000,2025-10-03 17:36:54+00:00,685.0,15.81,16.02,16.42,-0.03999996,-0.25236568,38.0,713,0.09180595703125,True,REGULAR,USD,put,2025-10-17,669.2100219726562,2025-10-17,13,0.0356164383561643,0.9769489371863594,0.40000000000000213,0.025300442757748395
SPY251017P00700000,2025-10-03 20:12:54+00:00,700.0,31.1,29.69,32.51,0.20000076,0.64725167,208.0,26,0.1950153741455078,True,REGULAR,USD,put,2025-10-17,669.2100219726562,2025-10-17,13,0.0356164383561643,0.9560143171037948,2.8199999999999967,0.09067524115755617
SPY251017P00705000,2025-10-02 19:30:39+00:00,705.0,36.53,34.7,37.51,0.0,0.0,10.0,1,0.2160112579345703,True,REGULAR,USD,put,2025-10-17,669.2100219726562,2025-10-17,13,0.0356164383561643,0.9492340737200798,2.809999999999995,0.07692307692307679
SPY251017P00720000,2025-10-01 19:29:03+00:00,720.0,51.1,49.69,52.51,0.0,0.0,46.0,0,0.2752758020019531,True,REGULAR,USD,put,2025-10-17,669.2100219726562,2025-10-17,13,0.0356164383561643,0.9294583638509114,2.8200000000000003,0.055185909980430534
SPY251017P00725000,2025-10-02 19:30:39+00:00,725.0,54.96,54.69,57.49,0.0,0.0,11.0,1,0.2932199584960936,True,REGULAR,USD,put,2025-10-17,669.2100219726562,2025-10-17,13,0.0356164383561643,0.923048306169181,2.8000000000000043,0.05094614264919949
SPY251017P00730000,2025-10-03 19:13:42+00:00,730.0,61.74,59.7,62.49,0.24000168,0.39024663,10.0,2,0.3115303222656249,True,REGULAR,USD,put,2025-10-17,669.2100219726562,2025-10-17,13,0.0356164383561643,0.9167260574967894,2.789999999999999,0.04518950437317783
SPY251024C00615000,2025-09-29 18:24:48+00:00,615.0,51.36,56.29,56.44,0.0,0.0,169.0,149,0.2764354583740234,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.088146377191311,0.14999999999999858,0.002920560747663524
SPY251024C00622000,2025-09-24 19:38:44+00:00,622.0,43.45,49.52,49.66,0.0,0.0,14.0,27,0.2559888854980469,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0759003568692225,0.13999999999999346,0.003222094361334717
SPY251024C00638000,2025-10-03 19:53:11+00:00,638.0,34.95,34.35,34.48,1.2000008,3.5555577,23.0,35,0.2110674597167968,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0489185297377055,0.12999999999999545,0.003719599427753804
SPY251024C00639000,2025-10-02 14:13:44+00:00,639.0,33.55,33.41,33.55,0.0,0.0,217.0,173,0.2082598706054687,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0472770296911678,0.14000000000000057,0.004172876304023862
SPY251024C00645000,2025-10-03 17:38:22+00:00,645.0,28.0,27.95,28.07,-0.5100002,-1.7888469,63.0,177,0.1922688195800781,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.037534917787064,0.120000000000001,0.0042857142857143215
SPY251024C00649000,2025-09-30 17:00:06+00:00,649.0,20.14,24.39,24.5,0.0,0.0,15.0,197,0.18164880859375,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0311402495726598,0.10999999999999943,0.005461767626613676
SPY251024C00650000,2025-10-03 20:07:53+00:00,650.0,23.6,23.5,23.62,-0.39999962,-1.6666651,10.0,780,0.1789632885742187,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.029553879957933,0.120000000000001,0.0050847457627119065
SPY251024C00651000,2025-10-03 19:02:23+00:00,651.0,23.38,22.63,22.75,5.4399986,30.323292,27.0,403,0.1763998376464844,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.027972383982575,0.120000000000001,0.005132591958939307
SPY251024C00654000,2025-10-03 19:06:12+00:00,654.0,20.99,20.06,20.18,1.0900002,5.477388,15.0,303,0.168678967590332,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0232569143312786,0.120000000000001,0.005717008099094855
SPY251024C00655000,2025-10-03 19:08:42+00:00,655.0,19.68,19.23,19.33,-0.3199997,-1.5999985,141.0,810,0.1659934475708008,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0216946900345898,0.09999999999999787,0.0050813008130080215
SPY251024C00656000,2025-10-02 18:33:05+00:00,656.0,21.1,18.4,18.5,1.6800003,8.650877,27.0,479,0.1634910311889648,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.020137228616854,0.10000000000000142,0.004739336492891062
SPY251024C00657000,2025-10-03 16:46:56+00:00,657.0,20.24,17.58,17.67,3.2399998,19.058823,19.0,437,0.160866545715332,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.018584508329766,0.09000000000000341,0.004446640316205702
SPY251024C00658000,2025-10-03 17:55:35+00:00,658.0,16.97,16.76,16.85,-0.32999992,-1.9075141,29.0,832,0.1582725775146484,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0170365075572283,0.08999999999999986,0.005303476723629927
SPY251024C00659000,2025-10-03 19:57:20+00:00,659.0,16.0,15.96,16.05,-0.40999985,-2.4984756,68.0,613,0.1558311956787109,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0154932048143497,0.08999999999999986,0.005624999999999991
SPY251024C00660000,2025-10-03 20:12:50+00:00,660.0,15.1,15.17,15.25,-0.90999985,-5.6839466,354.0,1533,0.1532372274780273,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0139545787464488,0.08000000000000007,0.005298013245033118
SPY251024C00661000,2025-10-03 18:17:49+00:00,661.0,15.09,14.39,14.47,-0.059999466,-0.3960361,33.0,683,0.1507653283691406,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0124206081280729,0.08000000000000007,0.005301524188204113
SPY251024C00662000,2025-10-03 20:01:10+00:00,662.0,13.95,13.62,13.69,-0.40000057,-2.7874603,236.0,574,0.1481408428955078,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0108912718620184,0.07000000000000028,0.005017921146953426
SPY251024C00663000,2025-10-03 19:11:27+00:00,663.0,13.56,12.87,12.94,0.05000019,0.37009764,73.0,1021,0.1457910128784179,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0093665489783654,0.07000000000000028,0.0051622418879056255
SPY251024C00664000,2025-10-03 19:55:47+00:00,664.0,12.26,12.13,12.19,-0.5699997,-4.44271,60.0,1119,0.1432580792236328,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0078464186335183,0.05999999999999872,0.004893964110929749
SPY251024C00665000,2025-10-03 20:09:38+00:00,665.0,11.38,11.4,11.46,-0.77999973,-6.414471,379.0,1801,0.1408166973876953,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0063308601092575,0.0600000000000005,0.005272407732864718
SPY251024C00666000,2025-10-03 17:02:55+00:00,666.0,11.5,10.7,10.75,-0.10000038,-0.8620722,120.0,1681,0.1384363500976562,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0048198528117962,0.05000000000000071,0.004347826086956583
SPY251024C00667000,2025-10-03 19:47:12+00:00,667.0,10.55,10.01,10.07,-0.25,-2.3148148,334.0,831,0.1363001409912109,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.003313376270849,0.0600000000000005,0.005687203791469241
SPY251024C00668000,2025-10-03 20:14:18+00:00,668.0,9.28,9.34,9.39,-0.84000015,-8.300397,233.0,581,0.1339197937011718,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.001811410138707,0.05000000000000071,0.005387931034482835
SPY251024C00669000,2025-10-03 20:09:23+00:00,669.0,8.66,8.69,8.74,-0.8199997,-8.649786,442.0,1399,0.1317225500488281,True,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0003139341893217,0.05000000000000071,0.005773672055427333
SPY251024C00670000,2025-10-03 20:14:34+00:00,670.0,8.05,8.07,8.12,-0.71000004,-8.105022,1005.0,1240,0.1297084100341796,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9988209283173974,0.049999999999998934,0.006211180124223469
SPY251024C00671000,2025-10-03 20:00:45+00:00,671.0,7.67,7.47,7.52,-0.39999962,-4.956625,805.0,802,0.1277247872924805,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9973323725374906,0.04999999999999982,0.006518904823989547
SPY251024C00672000,2025-10-03 20:07:16+00:00,672.0,6.87,6.89,6.94,-0.74000025,-9.7240505,832.0,700,0.1257411645507812,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9958482469831196,0.05000000000000071,0.007278020378457163
SPY251024C00673000,2025-10-03 20:03:29+00:00,673.0,6.38,6.34,6.38,-0.5899997,-8.464846,938.0,368,0.1237270245361328,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9943685319058784,0.040000000000000036,0.006269592476489034
SPY251024C00674000,2025-10-03 20:09:32+00:00,674.0,5.81,5.81,5.85,-0.7000003,-10.752692,379.0,841,0.1218654708862304,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.992893207674564,0.040000000000000036,0.0068846815834767705
SPY251024C00675000,2025-10-03 19:58:16+00:00,675.0,5.38,5.31,5.35,-0.53999996,-9.121621,552.0,1310,0.1201565036010742,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9914222547743056,0.040000000000000036,0.007434944237918222
SPY251024C00676000,2025-10-03 19:49:16+00:00,676.0,5.05,4.83,4.87,-0.40999985,-7.509155,367.0,761,0.1183865017700195,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9899556538057044,0.040000000000000036,0.007920792079207928
SPY251024C00677000,2025-10-03 20:09:32+00:00,677.0,4.38,4.39,4.43,-0.60999966,-12.2244425,587.0,521,0.1168911553955078,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9884933854839828,0.040000000000000036,0.009132420091324209
SPY251024C00678000,2025-10-03 20:03:30+00:00,678.0,4.0,3.97,4.0,-0.55999994,-12.280701,395.0,635,0.1151821881103515,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.987035430638136,0.029999999999999805,0.007499999999999951
SPY251024C00679000,2025-10-03 19:59:48+00:00,679.0,3.59,3.57,3.61,-0.43000007,-10.696519,140.0,646,0.1137478762817382,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9855817702100976,0.040000000000000036,0.011142061281337058
SPY251024C00680000,2025-10-03 19:58:39+00:00,680.0,3.24,3.21,3.24,-0.47000003,-12.668465,547.0,1753,0.1122830471801757,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9841323852539062,0.03000000000000025,0.009259259259259335
SPY251024C00681000,2025-10-03 18:02:12+00:00,681.0,3.24,2.87,2.9,-0.1400001,-4.142015,155.0,773,0.1109402871704101,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9826872569348843,0.029999999999999805,0.009259259259259198
SPY251024C00682000,2025-10-03 19:43:11+00:00,682.0,2.6,2.56,2.59,-0.4000001,-13.333336,219.0,1889,0.1097501135253906,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9812463665288216,0.029999999999999805,0.011538461538461463
SPY251024C00683000,2025-10-03 20:08:24+00:00,683.0,2.27,2.27,2.3,-0.48000002,-17.454546,188.0,1063,0.1085294226074218,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9798096954211658,0.029999999999999805,0.013215859030836918
SPY251024C00684000,2025-10-03 20:03:13+00:00,684.0,2.04,2.0,2.03,-0.30999994,-13.191487,98.0,947,0.1072476971435546,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9783772251062226,0.029999999999999805,0.01470588235294108
SPY251024C00685000,2025-10-03 20:13:30+00:00,685.0,1.75,1.76,1.8,-0.3699999,-17.452826,330.0,1189,0.1063932135009765,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9769489371863594,0.040000000000000036,0.022857142857142878
SPY251024C00686000,2025-10-03 20:13:51+00:00,686.0,1.54,1.55,1.57,-0.30000007,-16.304352,625.0,802,0.1050809707641601,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.975524813371219,0.020000000000000018,0.012987012987012998
SPY251024C00687000,2025-10-03 18:52:58+00:00,687.0,1.51,1.35,1.38,-0.110000014,-6.7901244,269.0,530,0.1042875216674804,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9741048354769378,0.029999999999999805,0.01986754966887404
SPY251024C00688000,2025-10-03 20:13:51+00:00,688.0,1.17,1.18,1.19,-0.29000008,-19.863018,478.0,930,0.1030363134765624,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9726889854253724,0.010000000000000009,0.008547008547008555
SPY251024C00689000,2025-10-03 20:08:27+00:00,689.0,1.03,1.02,1.04,-0.19000006,-15.573775,566.0,995,0.1023649334716796,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9712772452433328,0.020000000000000018,0.019417475728155355
SPY251024C00690000,2025-10-03 19:29:42+00:00,690.0,1.0,0.88,0.9,-0.100000024,-9.090911,308.0,1056,0.1015714843749999,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9698695970618206,0.020000000000000018,0.020000000000000018
SPY251024C00691000,2025-10-03 20:13:30+00:00,691.0,0.76,0.76,0.78,-0.18,-19.148935,493.0,327,0.1009611389160156,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9684660231152769,0.020000000000000018,0.026315789473684233
SPY251024C00692000,2025-10-03 17:51:45+00:00,692.0,0.77,0.66,0.67,-0.050000012,-6.0975623,2548.0,725,0.1002287243652343,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9670665057408327,0.010000000000000009,0.012987012987012998
SPY251024C00693000,2025-10-03 18:43:06+00:00,693.0,0.7,0.57,0.58,0.0,0.0,233.0,550,0.0998625170898437,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9656710273775704,0.010000000000000009,0.0142857142857143
SPY251024C00694000,2025-10-03 19:44:35+00:00,694.0,0.53,0.49,0.5,-0.09000003,-14.516135,414.0,1424,0.0994963098144531,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9642795705657872,0.010000000000000009,0.018867924528301903
SPY251024C00695000,2025-10-03 19:58:49+00:00,695.0,0.41,0.42,0.43,-0.15,-26.785715,217.0,1743,0.0991301025390625,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.962892117946268,0.010000000000000009,0.024390243902439046
SPY251024C00696000,2025-10-03 14:26:04+00:00,696.0,0.65,0.36,0.37,0.15999997,32.653053,59.0,462,0.0988859643554687,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9615086522595636,0.010000000000000009,0.015384615384615398
SPY251024C00698000,2025-10-03 19:29:23+00:00,698.0,0.31,0.27,0.28,-0.060000002,-16.216215,64.0,900,0.0990080334472656,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9587536131413412,0.010000000000000009,0.03225806451612906
SPY251024C00699000,2025-10-03 16:40:49+00:00,699.0,0.27,0.24,0.25,-0.07999998,-22.857138,152.0,377,0.09961837890625,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9573820056833424,0.010000000000000009,0.03703703703703707
SPY251024C00700000,2025-10-03 20:09:36+00:00,700.0,0.22,0.21,0.22,-0.06999999,-24.137928,1192.0,2143,0.0998625170898437,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9560143171037948,0.010000000000000009,0.0454545454545455
SPY251024C00701000,2025-10-03 19:26:39+00:00,701.0,0.21,0.18,0.2,-0.07000001,-25.000004,219.0,111,0.1008390698242187,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.954650530631464,0.020000000000000018,0.09523809523809533
SPY251024C00702000,2025-10-03 20:11:57+00:00,702.0,0.18,0.17,0.18,-0.03999999,-18.181814,37.0,120,0.1015714843749999,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9532906295906785,0.009999999999999981,0.055555555555555455
SPY251024C00704000,2025-10-03 17:20:35+00:00,704.0,0.16,0.13,0.14,-0.030000001,-15.789474,32.0,57,0.1023038989257812,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9505824175747958,0.010000000000000009,0.06250000000000006
SPY251024C00705000,2025-10-03 16:35:12+00:00,705.0,0.23,0.12,0.13,0.049999997,27.777775,47.0,329,0.1035245898437499,False,REGULAR,USD,call,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,0.9492340737200798,0.010000000000000009,0.04347826086956525
SPY251024P00585000,2025-10-03 15:12:07+00:00,585.0,0.39,0.45,0.47,-0.110000014,-22.000004,14.0,987,0.2863840893554687,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.143948755508814,0.019999999999999962,0.05128205128205118
SPY251024P00590000,2025-10-03 19:45:37+00:00,590.0,0.44,0.5,0.51,-0.100000024,-18.518522,98.0,2590,0.2749095947265625,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.1342542745299258,0.010000000000000009,0.02272727272727275
SPY251024P00595000,2025-10-03 19:02:27+00:00,595.0,0.53,0.55,0.56,-0.04000002,-7.017547,115.0,1672,0.26367923828125,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.1247227260044643,0.010000000000000009,0.018867924528301903
SPY251024P00600000,2025-10-03 20:13:29+00:00,600.0,0.62,0.61,0.63,-0.029999971,-4.6153803,134.0,3143,0.2534254345703125,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.1153500366210938,0.020000000000000018,0.03225806451612906
SPY251024P00604000,2025-10-03 13:40:23+00:00,604.0,0.59,0.67,0.69,-0.07000005,-10.606068,20.0,150,0.2448805981445312,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.1079636125375103,0.019999999999999907,0.0338983050847456
SPY251024P00605000,2025-10-03 19:29:20+00:00,605.0,0.65,0.68,0.7,-0.060000002,-8.450705,223.0,815,0.2423171472167968,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.106132267723399,0.019999999999999907,0.030769230769230625
SPY251024P00610000,2025-10-03 19:29:22+00:00,610.0,0.74,0.77,0.79,-0.07999998,-9.756095,206.0,1137,0.2317581707763671,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0970656097912397,0.020000000000000018,0.027027027027027053
SPY251024P00612000,2025-10-02 19:52:46+00:00,612.0,0.85,0.81,0.83,0.0,0.0,25.0,171,0.2274857525634765,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0934804280598958,0.019999999999999907,0.023529411764705774
SPY251024P00615000,2025-10-03 20:13:05+00:00,615.0,0.89,0.88,0.9,-0.00999999,-1.1111101,172.0,1791,0.2213212634277343,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.088146377191311,0.020000000000000018,0.02247191011235957
SPY251024P00616000,2025-10-03 16:43:38+00:00,616.0,0.77,0.91,0.93,-0.16000003,-17.204304,48.0,281,0.2194902270507812,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0863799057997667,0.020000000000000018,0.025974025974025997
SPY251024P00618000,2025-10-03 18:41:10+00:00,618.0,0.86,0.96,0.98,-0.089999974,-9.473681,19.0,379,0.2152178088378906,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0828641132243628,0.020000000000000018,0.023255813953488393
SPY251024P00620000,2025-10-03 19:58:25+00:00,620.0,0.99,1.02,1.04,-0.08000004,-7.476639,535.0,2938,0.2111895288085937,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0793710031817036,0.020000000000000018,0.02020202020202022
SPY251024P00621000,2025-10-03 19:17:21+00:00,621.0,0.98,1.05,1.07,-0.100000024,-9.259261,82.0,396,0.2091143542480468,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0776328856242452,0.020000000000000018,0.02040816326530614
SPY251024P00622000,2025-10-03 20:08:58+00:00,622.0,1.09,1.08,1.11,-0.18999994,-14.843746,57.0,224,0.2074053869628906,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0759003568692225,0.030000000000000027,0.027522935779816536
SPY251024P00623000,2025-10-03 19:04:14+00:00,623.0,1.05,1.12,1.14,-0.08000004,-7.0796494,28.0,195,0.2052081433105468,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0741733900042636,0.019999999999999796,0.01904761904761885
SPY251024P00624000,2025-10-03 19:59:27+00:00,624.0,1.12,1.15,1.18,-0.029999971,-2.6086931,21.0,468,0.2033771069335937,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0724519582895131,0.030000000000000027,0.02678571428571431
SPY251024P00625000,2025-10-03 19:52:33+00:00,625.0,1.11,1.19,1.21,-0.08000004,-6.722692,435.0,1273,0.2010577941894531,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.07073603515625,0.020000000000000018,0.018018018018018032
SPY251024P00626000,2025-10-03 18:39:09+00:00,626.0,1.17,1.23,1.25,-0.09000003,-7.1428604,101.0,457,0.1991046887207031,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0690255942055211,0.020000000000000018,0.01709401709401711
SPY251024P00627000,2025-10-03 20:13:33+00:00,627.0,1.28,1.27,1.29,0.110000014,9.401711,18.0,834,0.1970295141601562,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0673206092067882,0.020000000000000018,0.015625000000000014
SPY251024P00628000,2025-10-03 15:48:59+00:00,628.0,1.18,1.31,1.34,-0.16000009,-11.940304,56.0,694,0.195320546875,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0656210540965865,0.030000000000000027,0.025423728813559344
SPY251024P00629000,2025-10-03 20:07:46+00:00,629.0,1.37,1.36,1.38,-0.049999952,-3.5211234,21.0,2509,0.1931233032226562,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.063926902977196,0.019999999999999796,0.014598540145985252
SPY251024P00630000,2025-10-03 19:58:56+00:00,630.0,1.38,1.41,1.43,-0.08000004,-5.4794545,457.0,6687,0.1912922668457031,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0622381301153274,0.020000000000000018,0.01449275362318842
SPY251024P00631000,2025-10-03 16:04:43+00:00,631.0,1.18,1.45,1.48,-0.2600001,-18.055563,29.0,736,0.1893391613769531,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.060554709940818,0.030000000000000027,0.025423728813559344
SPY251024P00632000,2025-10-03 20:03:31+00:00,632.0,1.52,1.51,1.53,-0.03999996,-2.5641003,838.0,6145,0.1872639868164062,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.058876617045342,0.020000000000000018,0.013157894736842117
SPY251024P00633000,2025-10-03 17:44:30+00:00,633.0,1.5,1.56,1.59,-0.13,-7.97546,21.0,410,0.1854939849853515,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0572038261811316,0.030000000000000027,0.020000000000000018
SPY251024P00634000,2025-10-03 18:43:22+00:00,634.0,1.53,1.62,1.64,-0.25,-14.044944,366.0,1496,0.1832967413330077,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.05553631225971,0.019999999999999796,0.013071895424836468
SPY251024P00635000,2025-10-03 20:00:39+00:00,635.0,1.64,1.68,1.7,-0.120000005,-6.818182,259.0,1610,0.1813436358642577,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.05387405035064,0.020000000000000018,0.012195121951219523
SPY251024P00636000,2025-10-03 18:49:42+00:00,636.0,1.73,1.74,1.77,-0.09000003,-4.945057,40.0,289,0.1795736340332031,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.052217015680277,0.030000000000000027,0.01734104046242776
SPY251024P00637000,2025-10-03 19:55:59+00:00,637.0,1.73,1.8,1.83,-0.24000001,-12.182741,64.0,1160,0.1774374249267578,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0505651836305436,0.030000000000000027,0.01734104046242776
SPY251024P00638000,2025-10-03 20:09:03+00:00,638.0,1.87,1.87,1.9,0.0,0.0,81.0,448,0.1755453540039062,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0489185297377055,0.029999999999999805,0.016042780748662996
SPY251024P00639000,2025-10-03 20:13:33+00:00,639.0,1.98,1.94,1.97,-0.03999996,-1.9801961,462.0,1805,0.1735006967163085,False,REGULAR,USD,put,2025-10-24,669.2100219726562,2025-10-24,20,0.0547945205479452,1.0472770296911678,0.030000000000000027,0.015151515151515166
