contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration,spot_price,expiration_date,days_to_expiration,T,moneyness,bid_ask_spread,spread_pct,computed_iv,iv_diff,moneyness_bin,tte_bin
SPY251010C00664000,2025-10-03 19:57:23+00:00,664.0,7.75,7.72,7.79,-0.8999996,-10.40462,416.0,1584,0.1202480554199218,True,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0078464186335183,0.0700000000000002,0.0090322580645161,0.12783156201538712,0.00758350659546532,"(0.95, 1.05]","(0, 30]"
SPY251010C00665000,2025-10-03 20:13:05+00:00,665.0,6.8,6.94,7.0,-1.0999999,-13.924049,2217.0,6178,0.1165249481201172,True,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0063308601092575,0.0599999999999996,0.0088235294117646,0.11903705180607871,0.0025121036859615115,"(0.95, 1.05]","(0, 30]"
SPY251010C00666000,2025-10-03 20:14:39+00:00,666.0,6.2,6.19,6.25,-1.0100002,-14.008325,713.0,1784,0.1131680480957031,True,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0048198528117962,0.0599999999999996,0.0096774193548386,0.12074805175898527,0.007580003663282167,"(0.95, 1.05]","(0, 30]"
SPY251010C00667000,2025-10-03 20:13:45+00:00,667.0,5.4,5.48,5.52,-0.9899998,-15.492954,1582.0,16763,0.1095975271606445,True,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.003313376270849,0.0399999999999991,0.0074074074074072,0.11518114583863025,0.005583618677985749,"(0.95, 1.05]","(0, 30]"
SPY251010C00668000,2025-10-03 20:14:16+00:00,668.0,4.76,4.8,4.84,-0.95999956,-16.783209,3081.0,3024,0.1065152825927734,True,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.001811410138707,0.04,0.0084033613445378,0.1134872008720742,0.006971918279300798,"(0.95, 1.05]","(0, 30]"
SPY251010C00669000,2025-10-03 20:14:24+00:00,669.0,4.12,4.17,4.2,-0.94000006,-18.577076,4290.0,3459,0.1035856243896484,True,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0003139341893217,0.0300000000000002,0.0072815533980583,0.11066790828679171,0.007082283897143313,"(0.95, 1.05]","(0, 30]"
SPY251010C00670000,2025-10-03 20:14:28+00:00,670.0,3.54,3.57,3.6,-0.8699999,-19.727888,23165.0,5034,0.1006864834594726,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9988209283173974,0.0300000000000002,0.0084745762711865,0.10842165446296749,0.007735171003494884,"(0.95, 1.05]","(0, 30]"
SPY251010C00671000,2025-10-03 20:14:17+00:00,671.0,2.99,3.03,3.05,-0.8699999,-22.538857,7883.0,1717,0.0980314807128906,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9973323725374906,0.02,0.0066889632107023,0.10578460694171854,0.007753126228827942,"(0.95, 1.05]","(0, 30]"
SPY251010C00672000,2025-10-03 20:14:30+00:00,672.0,2.51,2.54,2.56,-0.77,-23.47561,13742.0,7867,0.0957732025146484,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9958482469831196,0.02,0.0079681274900398,0.10386980938390356,0.00809660686925516,"(0.95, 1.05]","(0, 30]"
SPY251010C00673000,2025-10-03 20:14:12+00:00,673.0,2.08,2.09,2.11,-0.74,-26.241135,5262.0,1810,0.0933318206787109,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9943685319058784,0.02,0.0096153846153846,0.10206092111711962,0.008729100438408716,"(0.95, 1.05]","(0, 30]"
SPY251010C00674000,2025-10-03 20:14:24+00:00,674.0,1.68,1.7,1.72,-0.67999995,-28.813557,4102.0,1951,0.0913176806640625,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.992893207674564,0.02,0.0119047619047619,0.0996898403496114,0.0083721596855489,"(0.95, 1.05]","(0, 30]"
SPY251010C00675000,2025-10-03 20:14:57+00:00,675.0,1.38,1.37,1.38,-0.54999995,-28.497408,9958.0,5522,0.0893645751953125,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9914222547743056,0.0099999999999997,0.007246376811594,0.09912170847173618,0.009757133276423677,"(0.95, 1.05]","(0, 30]"
SPY251010C00676000,2025-10-03 20:11:49+00:00,676.0,1.05,1.08,1.09,-0.56000006,-34.78261,3291.0,1763,0.0876556079101562,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9899556538057044,0.01,0.0095238095238095,0.095827670451867,0.008172062541710809,"(0.95, 1.05]","(0, 30]"
SPY251010C00677000,2025-10-03 20:14:11+00:00,677.0,0.81,0.83,0.85,-0.48999995,-37.692307,4862.0,2368,0.0861297442626953,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9884933854839828,0.02,0.0246913580246913,0.09417880878025853,0.008049064517563223,"(0.95, 1.05]","(0, 30]"
SPY251010C00678000,2025-10-03 20:14:25+00:00,678.0,0.61,0.62,0.64,-0.41999996,-40.776695,6371.0,1944,0.0842376733398437,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.987035430638136,0.02,0.0327868852459016,0.09247975669426498,0.008242083354421281,"(0.95, 1.05]","(0, 30]"
SPY251010C00679000,2025-10-03 20:14:30+00:00,679.0,0.45,0.46,0.48,-0.35000002,-43.750004,3446.0,1958,0.0828949133300781,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9855817702100976,0.0199999999999999,0.0444444444444443,0.09090216853737744,0.008007255207299335,"(0.95, 1.05]","(0, 30]"
SPY251010C00680000,2025-10-03 20:14:53+00:00,680.0,0.34,0.33,0.35,-0.26000002,-43.333336,5583.0,4861,0.0814300842285156,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9841323852539062,0.0199999999999999,0.0588235294117645,0.09049781947144071,0.009067735242925118,"(0.95, 1.05]","(0, 30]"
SPY251010C00681000,2025-10-03 20:11:17+00:00,681.0,0.23,0.24,0.25,-0.21,-47.727272,5138.0,3771,0.08008732421875,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9826872569348843,0.01,0.0434782608695652,0.0881332028977645,0.00804587867901449,"(0.95, 1.05]","(0, 30]"
SPY251010C00682000,2025-10-03 20:14:34+00:00,682.0,0.16,0.16,0.17,-0.17000002,-51.515156,3766.0,6572,0.0783783569335937,False,REGULAR,USD,call,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,0.9812463665288216,0.01,0.0625,0.08701331839490552,0.008634961461311819,"(0.95, 1.05]","(0, 30]"
SPY251010P00598000,2025-10-02 19:49:37+00:00,598.0,0.1,0.07,0.08,-0.029999994,-23.076918,107.0,694,0.3164130859374999,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.1190803043021007,0.0099999999999999,0.0999999999999999,0.37742762781285266,0.06101454187535277,"(1.05, 1.2]","(0, 30]"
SPY251010P00603000,2025-10-03 20:02:57+00:00,603.0,0.11,0.09,0.1,-0.049999997,-31.249998,1027.0,389,0.3037179003906249,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.109801031463775,0.01,0.090909090909091,0.35724632599632095,0.05352842560569604,"(1.05, 1.2]","(0, 30]"
SPY251010P00605000,2025-10-03 20:12:06+00:00,605.0,0.1,0.1,0.11,-0.04,-28.571428,134.0,1205,0.2988351367187499,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.106132267723399,0.0099999999999999,0.0999999999999999,0.34307068412864616,0.04423554740989627,"(1.05, 1.2]","(0, 30]"
SPY251010P00608000,2025-10-03 20:05:00+00:00,608.0,0.11,0.11,0.12,-0.060000002,-35.294117,280.0,193,0.2895578857421874,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.1006743782445003,0.0099999999999999,0.0909090909090908,0.3324858207008633,0.04292793495867592,"(1.05, 1.2]","(0, 30]"
SPY251010P00609000,2025-10-03 19:59:09+00:00,609.0,0.11,0.11,0.12,-0.060000002,-35.294117,183.0,525,0.2851633984374999,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.098867031153787,0.0099999999999999,0.0909090909090908,0.32753543579458766,0.04237203735708778,"(1.05, 1.2]","(0, 30]"
SPY251010P00610000,2025-10-03 20:11:56+00:00,610.0,0.11,0.11,0.12,-0.07000001,-38.888893,651.0,2445,0.2807689111328124,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0970656097912397,0.0099999999999999,0.0909090909090908,0.3225855943915995,0.041816683258787124,"(1.05, 1.2]","(0, 30]"
SPY251010P00612000,2025-10-03 16:39:44+00:00,612.0,0.11,0.12,0.13,-0.09,-45.0,80.0,116,0.2753978710937499,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0934804280598958,0.01,0.090909090909091,0.3126847082170389,0.03728683712328901,"(1.05, 1.2]","(0, 30]"
SPY251010P00614000,2025-10-03 16:42:06+00:00,614.0,0.12,0.13,0.14,-0.07,-36.842106,40.0,311,0.2695385546875,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0899186025613294,0.01,0.0833333333333334,0.3063830189907925,0.03684446430329252,"(1.05, 1.2]","(0, 30]"
SPY251010P00615000,2025-10-03 19:57:26+00:00,615.0,0.13,0.14,0.15,-0.07000001,-35.000004,453.0,1943,0.26758544921875,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.088146377191311,0.0099999999999999,0.0769230769230767,0.30474629545938153,0.03716084624063154,"(1.05, 1.2]","(0, 30]"
SPY251010P00616000,2025-10-03 20:11:07+00:00,616.0,0.14,0.14,0.15,-0.09,-39.130436,18.0,581,0.2631909619140625,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0863799057997667,0.0099999999999999,0.0714285714285712,0.3028556615726088,0.0396646996585463,"(1.05, 1.2]","(0, 30]"
SPY251010P00617000,2025-10-03 20:01:59+00:00,617.0,0.15,0.15,0.16,-0.059999987,-28.571423,26.0,469,0.2612378564453125,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0846191604094917,0.01,0.0666666666666667,0.3007382536393092,0.03950039719399673,"(1.05, 1.2]","(0, 30]"
SPY251010P00618000,2025-10-03 20:14:36+00:00,618.0,0.15,0.15,0.16,-0.120000005,-44.444443,73.0,1099,0.256843369140625,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0828641132243628,0.01,0.0666666666666667,0.295611293725012,0.03876792458438699,"(1.05, 1.2]","(0, 30]"
SPY251010P00619000,2025-10-02 19:46:39+00:00,619.0,0.14,0.16,0.17,-0.11,-44.0,23.0,628,0.2544019873046875,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0811147366278775,0.01,0.0714285714285714,0.28759219892092464,0.03319021161623714,"(1.05, 1.2]","(0, 30]"
SPY251010P00620000,2025-10-03 20:05:46+00:00,620.0,0.17,0.16,0.17,-0.06999999,-29.166664,323.0,2054,0.2500075,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0793710031817036,0.01,0.0588235294117647,0.2907004454232911,0.040692945423291105,"(1.05, 1.2]","(0, 30]"
SPY251010P00621000,2025-10-03 20:07:16+00:00,621.0,0.18,0.17,0.18,-0.059999987,-24.999994,242.0,12199,0.2475661181640625,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0776328856242452,0.0099999999999999,0.0555555555555554,0.28798124526169255,0.040415127097630066,"(1.05, 1.2]","(0, 30]"
SPY251010P00622000,2025-10-03 19:36:37+00:00,622.0,0.15,0.18,0.19,-0.099999994,-39.999996,256.0,491,0.245124736328125,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0759003568692225,0.01,0.0666666666666667,0.27507859262192824,0.029953856293803233,"(1.05, 1.2]","(0, 30]"
SPY251010P00623000,2025-10-03 20:01:58+00:00,623.0,0.19,0.18,0.19,-0.120000005,-38.70968,127.0,508,0.2404861108398437,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0741733900042636,0.01,0.0526315789473684,0.27982041096668864,0.03933430012684494,"(1.05, 1.2]","(0, 30]"
SPY251010P00624000,2025-10-03 19:45:33+00:00,624.0,0.15,0.19,0.2,-0.109999985,-42.307686,1194.0,1477,0.2378005908203124,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0724519582895131,0.01,0.0666666666666667,0.2647936668135483,0.026993075993235915,"(1.05, 1.2]","(0, 30]"
SPY251010P00625000,2025-10-03 20:07:23+00:00,625.0,0.2,0.2,0.21,-0.08,-28.571428,489.0,2717,0.2348709326171875,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.07073603515625,0.0099999999999999,0.0499999999999999,0.27143494575338284,0.03656401313619534,"(1.05, 1.2]","(0, 30]"
SPY251010P00626000,2025-10-03 20:13:20+00:00,626.0,0.21,0.21,0.22,-0.08,-27.586208,26.0,6652,0.2319412744140624,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0690255942055211,0.01,0.0476190476190476,0.26820037660713597,0.03625910219307357,"(1.05, 1.2]","(0, 30]"
SPY251010P00627000,2025-10-03 20:01:59+00:00,627.0,0.22,0.22,0.23,-0.06999999,-24.137928,3059.0,717,0.2290116162109375,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0673206092067882,0.01,0.0454545454545455,0.2648373129952931,0.035825696784355626,"(1.05, 1.2]","(0, 30]"
SPY251010P00628000,2025-10-03 20:03:52+00:00,628.0,0.24,0.22,0.23,-0.07000001,-22.580648,34.0,561,0.2243729907226562,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0656210540965865,0.01,0.0416666666666667,0.26322071089382804,0.03884772017117183,"(1.05, 1.2]","(0, 30]"
SPY251010P00629000,2025-10-03 20:04:59+00:00,629.0,0.25,0.23,0.24,-0.08000001,-24.242426,10141.0,26836,0.2211991943359375,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.063926902977196,0.0099999999999999,0.0399999999999999,0.2595454355832984,0.03834624124736091,"(1.05, 1.2]","(0, 30]"
SPY251010P00630000,2025-10-03 20:13:39+00:00,630.0,0.24,0.24,0.25,-0.060000017,-20.000006,2180.0,12908,0.2180253979492187,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0622381301153274,0.01,0.0416666666666667,0.2522763638485905,0.034250965899371766,"(1.05, 1.2]","(0, 30]"
SPY251010P00631000,2025-10-03 20:01:58+00:00,631.0,0.26,0.25,0.26,-0.07000002,-21.212128,277.0,1261,0.2148516015625,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.060554709940818,0.01,0.0384615384615384,0.2502249420192334,0.035373340456733404,"(1.05, 1.2]","(0, 30]"
SPY251010P00632000,2025-10-03 20:06:28+00:00,632.0,0.27,0.27,0.28,-0.060000002,-18.181818,409.0,698,0.2126543579101562,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.058876617045342,0.01,0.037037037037037,0.2463067906298807,0.03365243271972451,"(1.05, 1.2]","(0, 30]"
SPY251010P00633000,2025-10-03 20:14:09+00:00,633.0,0.29,0.28,0.29,-0.050000012,-14.705885,132.0,4025,0.2092364233398437,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0572038261811316,0.0099999999999999,0.0344827586206894,0.24382599155779613,0.03458956821795242,"(1.05, 1.2]","(0, 30]"
SPY251010P00634000,2025-10-03 20:09:04+00:00,634.0,0.3,0.29,0.3,-0.119999975,-28.571423,289.0,3081,0.2055743505859374,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.05553631225971,0.01,0.0333333333333333,0.2396586850622495,0.034084334476312095,"(1.05, 1.2]","(0, 30]"
SPY251010P00635000,2025-10-03 20:14:32+00:00,635.0,0.32,0.3,0.31,-0.08000001,-20.000002,2888.0,10333,0.2019122778320312,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.05387405035064,0.01,0.03125,0.23680176275642562,0.03488948492439442,"(1.05, 1.2]","(0, 30]"
SPY251010P00636000,2025-10-03 20:04:11+00:00,636.0,0.34,0.32,0.33,-0.06999999,-17.073168,2004.0,8241,0.1992267578125,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.052217015680277,0.01,0.0294117647058823,0.23373660985732722,0.03450985204482723,"(1.05, 1.2]","(0, 30]"
SPY251010P00637000,2025-10-03 20:02:38+00:00,637.0,0.35,0.33,0.34,-0.120000005,-25.531916,162.0,2693,0.195320546875,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0505651836305436,0.01,0.0285714285714286,0.22921469721570115,0.033894150340701146,"(1.05, 1.2]","(0, 30]"
SPY251010P00638000,2025-10-03 20:05:11+00:00,638.0,0.37,0.35,0.36,-0.049999982,-11.9047575,200.0,881,0.192390888671875,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0489185297377055,0.01,0.027027027027027,0.22583300044111046,0.03344211176923545,"(0.95, 1.05]","(0, 30]"
SPY251010P00639000,2025-10-03 19:59:40+00:00,639.0,0.35,0.37,0.38,-0.13,-27.083334,532.0,731,0.1893391613769531,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0472770296911678,0.01,0.0285714285714286,0.2175148681537205,0.028175706776767395,"(0.95, 1.05]","(0, 30]"
SPY251010P00640000,2025-10-03 20:12:09+00:00,640.0,0.4,0.38,0.4,-0.099999994,-19.999998,9002.0,24029,0.1860432958984375,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0456406593322751,0.02,0.05,0.21743642017733994,0.03139312427890245,"(0.95, 1.05]","(0, 30]"
SPY251010P00641000,2025-10-03 20:01:57+00:00,641.0,0.4,0.4,0.42,-0.07999998,-16.666662,123.0,2332,0.1827474304199218,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.04400939465313,0.0199999999999999,0.0499999999999999,0.2114331584458399,0.028685728025918095,"(0.95, 1.05]","(0, 30]"
SPY251010P00642000,2025-10-03 20:08:05+00:00,642.0,0.43,0.43,0.44,-0.089999974,-17.307688,262.0,1537,0.1792074267578124,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0423832117954148,0.01,0.0232558139534883,0.20857359767426745,0.029366170916455048,"(0.95, 1.05]","(0, 30]"
SPY251010P00643000,2025-10-03 20:08:05+00:00,643.0,0.45,0.45,0.46,-0.13999999,-23.728811,268.0,954,0.1756674230957031,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.040762087049232,0.01,0.0222222222222222,0.20446959013021807,0.028802167034514964,"(0.95, 1.05]","(0, 30]"
SPY251010P00644000,2025-10-03 20:02:18+00:00,644.0,0.49,0.48,0.49,-0.099999964,-16.949146,3334.0,15562,0.1727377648925781,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0391459968519507,0.01,0.0204081632653061,0.20209126629195848,0.029353501399380366,"(0.95, 1.05]","(0, 30]"
SPY251010P00645000,2025-10-03 20:14:34+00:00,645.0,0.51,0.5,0.52,-0.15000004,-22.727278,3118.0,31989,0.1695639685058594,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.037534917787064,0.02,0.0392156862745098,0.19761455484618912,0.028050586340329725,"(0.95, 1.05]","(0, 30]"
SPY251010P00646000,2025-10-03 19:57:24+00:00,646.0,0.52,0.53,0.55,-0.13,-20.0,1709.0,950,0.1662681030273438,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0359288265830593,0.02,0.0384615384615384,0.19214036888959973,0.02587226586225594,"(0.95, 1.05]","(0, 30]"
SPY251010P00647000,2025-10-03 20:13:40+00:00,647.0,0.58,0.57,0.58,-0.16000003,-21.621624,697.0,15169,0.1627280993652343,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0343277001122972,0.01,0.0172413793103448,0.19067937481675173,0.027951275451517432,"(0.95, 1.05]","(0, 30]"
SPY251010P00648000,2025-10-03 20:14:11+00:00,648.0,0.62,0.61,0.62,-0.15999997,-20.512815,1778.0,5418,0.1596763720703125,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0327315153899017,0.01,0.0161290322580645,0.18722686102213504,0.02755048895182255,"(0.95, 1.05]","(0, 30]"
SPY251010P00649000,2025-10-03 20:13:16+00:00,649.0,0.66,0.65,0.66,-0.17999995,-21.428566,1128.0,2724,0.1565025756835937,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0311402495726598,0.01,0.0151515151515151,0.18350851304891347,0.027005937365319782,"(0.95, 1.05]","(0, 30]"
SPY251010P00650000,2025-10-03 20:13:55+00:00,650.0,0.71,0.69,0.71,-0.18,-20.22472,10065.0,13178,0.1535729174804687,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.029553879957933,0.02,0.028169014084507,0.18021940114020168,0.02664648365973299,"(0.95, 1.05]","(0, 30]"
SPY251010P00651000,2025-10-03 20:10:34+00:00,651.0,0.75,0.74,0.76,-0.19,-20.212767,1600.0,2878,0.15039912109375,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.027972383982575,0.02,0.0266666666666666,0.17597156243261722,0.025572441338867213,"(0.95, 1.05]","(0, 30]"
SPY251010P00652000,2025-10-03 20:14:55+00:00,652.0,0.8,0.8,0.81,-0.17000002,-17.525774,729.0,6992,0.1469811865234375,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0263957392218654,0.01,0.0125,0.1721067373387216,0.025125550815284087,"(0.95, 1.05]","(0, 30]"
SPY251010P00653000,2025-10-03 20:14:59+00:00,653.0,0.87,0.86,0.87,-0.17999995,-17.142853,1145.0,5626,0.1438073901367187,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0248239233884475,0.01,0.0114942528735632,0.16912088256335592,0.02531349242663722,"(0.95, 1.05]","(0, 30]"
SPY251010P00654000,2025-10-03 20:10:41+00:00,654.0,0.94,0.93,0.94,-0.22999996,-19.658117,1405.0,2227,0.1407556628417968,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0232569143312786,0.0099999999999998,0.0106382978723403,0.16573765530533602,0.024981992463539215,"(0.95, 1.05]","(0, 30]"
SPY251010P00655000,2025-10-03 20:14:59+00:00,655.0,1.0,1.0,1.01,-0.25,-20.0,11963.0,52125,0.1374597973632813,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0216946900345898,0.01,0.01,0.16145633171209378,0.023996534348812493,"(0.95, 1.05]","(0, 30]"
SPY251010P00656000,2025-10-03 20:14:59+00:00,656.0,1.09,1.08,1.1,-0.26,-19.259258,1783.0,4397,0.1346522082519531,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.020137228616854,0.02,0.018348623853211,0.1583520629423401,0.023699854690387018,"(0.95, 1.05]","(0, 30]"
SPY251010P00657000,2025-10-03 20:12:31+00:00,657.0,1.2,1.17,1.19,-0.2299999,-16.08391,4106.0,2778,0.1314784118652343,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.018584508329766,0.02,0.0166666666666666,0.15572858165498626,0.024250169789751974,"(0.95, 1.05]","(0, 30]"
SPY251010P00658000,2025-10-03 20:14:11+00:00,658.0,1.31,1.28,1.3,-0.2600001,-16.560516,10256.0,8492,0.1286708227539062,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0170365075572283,0.02,0.015267175572519,0.1525757926209243,0.023904969867018094,"(0.95, 1.05]","(0, 30]"
SPY251010P00659000,2025-10-03 20:14:17+00:00,659.0,1.42,1.39,1.41,-0.2800001,-16.470592,1534.0,2607,0.125435991821289,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0154932048143497,0.02,0.0140845070422535,0.148920207270473,0.023484215449184,"(0.95, 1.05]","(0, 30]"
SPY251010P00660000,2025-10-03 20:14:55+00:00,660.0,1.53,1.52,1.54,-0.32000005,-17.297298,26347.0,12948,0.1224452990722656,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0139545787464488,0.02,0.0130718954248366,0.14477774237109486,0.02233244329882926,"(0.95, 1.05]","(0, 30]"
SPY251010P00661000,2025-10-03 20:13:14+00:00,661.0,1.69,1.66,1.69,-0.29999995,-15.075375,2865.0,2600,0.119576675415039,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0124206081280729,0.03,0.0177514792899408,0.14205855435894885,0.02248187894390985,"(0.95, 1.05]","(0, 30]"
SPY251010P00662000,2025-10-03 20:14:12+00:00,662.0,1.85,1.82,1.85,-0.29000008,-13.551405,8595.0,16227,0.1165249481201172,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0108912718620184,0.03,0.0162162162162162,0.1386904824082013,0.022165534288084113,"(0.95, 1.05]","(0, 30]"
SPY251010P00663000,2025-10-03 20:14:55+00:00,663.0,2.03,2.0,2.03,-0.31999993,-13.617019,8719.0,10334,0.1134732208251953,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0093665489783654,0.0299999999999998,0.0147783251231526,0.13538295112045776,0.021909730295262456,"(0.95, 1.05]","(0, 30]"
SPY251010P00664000,2025-10-03 20:11:26+00:00,664.0,2.24,2.2,2.23,-0.3499999,-13.513511,5158.0,3392,0.1104214935302734,False,REGULAR,USD,put,2025-10-10,669.2100219726562,2025-10-10,6,0.0164383561643835,1.0078464186335183,0.0299999999999998,0.013392857142857,0.13238739138635797,0.021965897856084562,"(0.95, 1.05]","(0, 30]"
